1 0.11382 0
1 0.28868 0.03059
1 0.072407 0.43522
1 0.14392 0.59094
0.91421 0.79171 1
0.96397 1 0.91449
0.96081 1 0.90514
0.97211 1 0.93663
0.97281 1 0.93843
0.97198 1 0.93625
0.96525 1 0.91766
0.96451 0.92407 1
0.97967 0.95699 1
0.97458 0.946 1
0.96646 0.92772 1
0.98273 0.9639 1
0.97769 0.95291 1
0.96999 0.93565 1
0.97781 0.95314 1
0.97191 1 0.94253
0.97901 1 0.95889
0.98052 1 0.96172
0.985 1 0.97098
0.98355 1 0.96817
0.98354 1 0.96815
0.98601 1 0.97236
0.98708 1 0.97462
0.93967 1 0.89792
0.98569 1 0.97194
0.98422 1 0.96863
0.98149 1 0.96286
0.98357 1 0.96722
0.98096 1 0.9629
0.97763 1 0.95543
0.98518 1 0.97146
0.98441 1 0.97005
0.9853 1 0.97181
0.93794 1 0.89578
0.98303 1 0.96749
0.98741 1 0.97556
0.98753 1 0.9758
0.98018 1 0.96059
0.9862 1 0.9735
0.98683 1 0.9746
0.98542 1 0.97212
0.97653 1 0.95466
0.97382 1 0.95153
0.97777 1 0.95848
0.97776 1 0.95847
0.97589 1 0.95518
0.96169 1 0.93085
0.96168 1 0.93085
0.9606 1 0.92932
0.95619 1 0.92234
0.94475 1 0.90493
0.95469 1 0.91643
0.94447 1 0.8996
0.94624 1 0.9019
0.92734 1 0.86717
0.93518 1 0.88066
0.93764 1 0.88509
0.93645 1 0.88343
0.93876 1 0.88643
0.95244 1 0.91185
0.93059 1 0.88379
0.95355 1 0.9163
0.96231 1 0.93271
0.9542 1 0.91983
0.97138 1 0.94764
0.96969 1 0.94472
0.97696 1 0.95721
0.98261 1 0.96715
0.97883 1 0.96048
0.96736 1 0.94103
0.92081 1 0.86757
0.90373 1 0.84433
0.95389 1 0.90829
0.95698 1 0.91535
0.96119 1 0.92441
0.96213 1 0.92664
0.93384 1 0.8853
0.96044 1 0.92105
0.96127 1 0.92322
0.94366 1 0.90194
0.96981 1 0.94382
0.97345 1 0.95041
0.96979 1 0.94325
0.97193 1 0.94736
0.98029 1 0.96301
0.95705 1 0.9245
0.93365 1 0.8901
0.95225 1 0.91731
0.94267 1 0.90303
0.94994 0.91401 1
0.94645 0.9088 1
0.9273 0.8737 1
0.93206 0.88119 1
0.91872 0.86131 1
0.93592 0.88626 1
0.94554 0.90254 1
0.97549 0.95403 1
0.96814 0.94136 1
0.97626 0.95537 1
0.96485 0.93586 1
0.97202 0.94673 1
0.96866 0.94033 1
0.9671 0.93745 1
0.97277 0.9482 1
0.96424 0.9318 1
0.96123 0.92611 1
0.94843 0.90244 1
0.95886 0.92163 1
0.96824 0.93934 1
0.96678 0.93656 1
0.96902 0.9408 1
0.96851 0.94069 1
0.97419 0.95104 1
0.9572 0.92131 1
0.96169 0.92953 1
0.9753 0.95335 1
0.97394 0.95091 1
0.96671 0.93821 1
0.96544 0.93574 1
0.95829 0.92249 1
0.96392 0.93297 1
0.95189 0.91046 1
0.93989 0.89718 1
0.94214 0.90062 1
0.93493 0.88982 1
0.94247 0.90104 1
0.92772 0.87941 1
0.94703 0.9068 1
0.9629 0.93295 1
0.9506 0.91328 1
0.94651 0.90649 1
0.97801 0.95829 1
0.9605 0.9289 1
0.95523 0.91981 1
0.97343 0.95045 1
0.99068 0.98093 1
0.99361 0.98725 1
0.96478 0.92015 1
0.9729 0.93904 1
0.96324 0.91375 1
0.97441 0.94286 1
0.97069 0.93326 1
0.97494 0.94421 1
0.97963 0.95567 1
0.9714 0.93551 1
0.96398 0.91484 1
0.93236 0.77505 1
